age,workclass,marital-status,race,sex,native-country
46,Private,Married-civ-spouse,White,Male,United-States
40,Self-emp-not-inc,Married-civ-spouse,White,Male,United-States
19,*,Never-married,Black,Male,United-States
65,*,Married-civ-spouse,White,Male,United-States
52,Local-gov,Married-civ-spouse,White,Female,United-States
40,Private,Married-civ-spouse,White,Male,United-States
61,Private,Divorced,White,Male,United-States
30,Private,Married-civ-spouse,White,Male,United-States
61,Self-emp-not-inc,Married-civ-spouse,White,Male,United-States
33,Private,Married-civ-spouse,White,Male,United-States
32,Local-gov,Married-civ-spouse,White,Male,United-States
32,Private,Never-married,White,Female,United-States
32,Self-emp-not-inc,Divorced,White,Male,United-States
37,Private,Divorced,White,Male,United-States
53,Private,Married-civ-spouse,White,Male,United-States
51,Self-emp-inc,Married-civ-spouse,White,Male,United-States
29,Private,Never-married,Black,Male,United-States
48,Private,Married-civ-spouse,White,Male,United-States
69,Private,Never-married,White,Male,United-States
28,Private,Never-married,White,Female,United-States
55,Local-gov,Widowed,White,Female,United-States
45,Private,Married-civ-spouse,White,Male,United-States
18,Private,Never-married,White,Female,United-States
60,Private,Married-civ-spouse,White,Male,United-States
38,Private,Divorced,White,Male,*
19,Private,Never-married,White,Male,United-States
18,Private,Never-married,White,Male,United-States
33,Private,Married-civ-spouse,White,Male,United-States
33,Private,Divorced,White,Female,United-States
29,Private,Never-married,White,Female,United-States
37,Private,Married-civ-spouse,White,Male,United-States
50,Private,Married-civ-spouse,White,Male,United-States
19,*,Never-married,White,Male,United-States
28,Private,Widowed,White,Female,United-States
43,*,Married-civ-spouse,White,Female,United-States
23,Private,Never-married,White,Female,United-States
47,Private,Married-civ-spouse,White,Male,United-States
21,Private,Never-married,White,Male,United-States
19,Private,Never-married,White,Female,United-States
47,Local-gov,Married-civ-spouse,White,Female,United-States
36,Federal-gov,Married-civ-spouse,White,Male,United-States
62,Self-emp-inc,Married-civ-spouse,White,Male,United-States
65,Private,Married-civ-spouse,White,Male,United-States
46,Self-emp-not-inc,Married-civ-spouse,White,Male,United-States
35,Private,Never-married,White,Male,United-States
50,Private,Married-civ-spouse,White,Male,United-States
20,Private,Never-married,White,Female,United-States
17,Private,Never-married,White,Female,United-States
33,Private,Married-civ-spouse,White,Male,United-States
57,*,Divorced,White,Female,United-States
53,Self-emp-not-inc,Married-civ-spouse,White,Male,United-States
47,Self-emp-inc,Married-civ-spouse,White,Male,United-States
62,Self-emp-inc,Married-civ-spouse,White,Male,United-States
35,Private,Divorced,Black,Male,United-States
27,Private,Never-married,White,Female,United-States
23,Private,Never-married,White,Male,United-States
27,Private,Never-married,White,Female,United-States
39,Private,Divorced,White,Female,United-States
25,Private,Married-civ-spouse,Black,Female,United-States
24,Private,Never-married,Black,Female,United-States
23,Private,Married-civ-spouse,White,Male,United-States
29,Private,Married-civ-spouse,White,Female,United-States
30,Private,Married-civ-spouse,White,Female,United-States
34,Private,Separated,White,Male,Portugal
32,Private,Separated,White,Female,United-States
18,Private,Never-married,Black,Male,United-States
20,Private,Never-married,Black,Female,United-States
38,State-gov,Married-civ-spouse,White,Male,United-States
18,Private,Never-married,White,Female,United-States
41,Private,Married-civ-spouse,White,Male,United-States
21,Private,Never-married,White,Female,United-States
36,State-gov,Married-civ-spouse,White,Male,United-States
61,Private,Divorced,White,Female,United-States
30,Private,Married-civ-spouse,White,Male,United-States
26,Private,Married-civ-spouse,White,Male,United-States
27,Private,Married-civ-spouse,White,Female,United-States
45,Private,Married-civ-spouse,White,Male,United-States
47,Private,Divorced,White,Female,United-States
19,Private,Never-married,White,Female,United-States
29,Private,Never-married,White,Female,United-States
51,Self-emp-inc,Married-civ-spouse,White,Male,United-States
34,Local-gov,Married-civ-spouse,White,Male,United-States
42,Self-emp-not-inc,Married-civ-spouse,White,Male,United-States
26,Private,Never-married,Black,Male,Mexico
20,State-gov,Never-married,White,Male,United-States
43,Private,Never-married,White,Male,United-States
20,Private,Never-married,White,Female,United-States
27,Private,Married-civ-spouse,White,Male,United-States
46,Federal-gov,Married-civ-spouse,White,Male,United-States
39,Private,Never-married,White,Male,United-States
33,Private,Never-married,White,Male,United-States
42,Private,Married-civ-spouse,White,Male,United-States
23,Private,Never-married,White,Male,United-States
29,Private,Married-civ-spouse,White,Female,United-States
27,Private,Never-married,White,Male,United-States
43,Self-emp-not-inc,Divorced,White,Male,United-States
23,Private,Never-married,White,Male,United-States
40,Local-gov,Divorced,White,Female,United-States
35,Local-gov,Married-civ-spouse,White,Male,United-States
30,Private,Never-married,White,Male,United-States
59,Private,Married-civ-spouse,Amer-Indian-Eskimo,Male,United-States
65,Self-emp-not-inc,Married-civ-spouse,White,Male,United-States
28,Private,Married-civ-spouse,White,Male,United-States
79,Private,Married-civ-spouse,White,Male,United-States
43,Local-gov,Married-civ-spouse,Black,Female,United-States
54,Private,Married-civ-spouse,White,Male,United-States
27,Private,Married-civ-spouse,White,Male,United-States
30,Private,Married-civ-spouse,White,Male,United-States
22,*,Never-married,Asian-Pac-Islander,Female,Taiwan
34,Private,Married-spouse-absent,White,Female,United-States
18,Private,Never-married,White,Male,United-States
40,Self-emp-not-inc,Married-civ-spouse,White,Female,United-States
28,Private,Married-civ-spouse,White,Male,United-States
18,Private,Never-married,White,Female,United-States
46,Private,Married-civ-spouse,White,Male,United-States
23,Private,Never-married,White,Female,United-States
77,*,Married-civ-spouse,White,Male,United-States
41,Federal-gov,Married-civ-spouse,White,Male,United-States
48,Private,Divorced,White,Male,United-States
29,Private,Never-married,White,Male,United-States
41,Private,Divorced,White,Female,United-States
41,Private,Separated,White,Male,United-States
34,Private,Married-civ-spouse,White,Male,United-States
49,Self-emp-not-inc,Divorced,White,Male,United-States
49,Private,Separated,White,Male,United-States
30,Private,Never-married,White,Male,United-States
28,Private,Never-married,White,Male,United-States
62,State-gov,Married-civ-spouse,White,Male,United-States
41,Private,Married-civ-spouse,White,Male,United-States
20,Private,Never-married,White,Male,United-States
61,Private,Married-spouse-absent,Asian-Pac-Islander,Male,China
30,Private,Never-married,White,Male,Hungary
29,Federal-gov,Never-married,White,Female,United-States
50,Private,Divorced,White,Female,United-States
44,Federal-gov,Married-civ-spouse,White,Male,United-States
25,Private,Married-civ-spouse,White,Male,United-States
62,Private,Divorced,White,Female,United-States
57,Private,Widowed,White,Female,United-States
35,Private,Never-married,White,Male,United-States
26,Private,Never-married,White,Female,United-States
60,Private,Married-civ-spouse,White,Female,United-States
22,Private,Married-civ-spouse,White,Male,United-States
62,Local-gov,Separated,White,Female,*
26,Private,Never-married,White,Male,United-States
26,Private,Never-married,White,Male,United-States
44,Private,Married-civ-spouse,White,Male,United-States
32,Private,Never-married,White,Male,United-States
66,Self-emp-not-inc,Married-civ-spouse,White,Male,United-States
24,Private,Never-married,White,Female,United-States
19,Private,Never-married,White,Male,United-States
54,Self-emp-inc,Married-civ-spouse,White,Male,United-States
37,Private,Never-married,White,Male,United-States
38,Private,Married-civ-spouse,White,Male,United-States
37,Self-emp-not-inc,Married-civ-spouse,White,Male,*
22,*,Never-married,White,Male,United-States
34,Private,Married-civ-spouse,White,Male,United-States
35,Self-emp-not-inc,Divorced,Amer-Indian-Eskimo,Male,United-States
42,Federal-gov,Married-civ-spouse,White,Male,United-States
47,Federal-gov,Married-civ-spouse,White,Female,United-States
29,Self-emp-inc,Divorced,White,Female,United-States
34,Private,Never-married,White,Male,United-States
38,Self-emp-inc,Married-civ-spouse,White,Male,United-States
62,Self-emp-inc,Divorced,Black,Male,United-States
35,Private,Married-civ-spouse,White,Male,United-States
37,Private,Married-civ-spouse,White,Female,United-States
47,Private,Married-civ-spouse,White,Male,United-States
37,Private,Married-civ-spouse,White,Male,United-States
22,Private,Never-married,White,Female,United-States
60,Self-emp-inc,Married-civ-spouse,White,Male,United-States
31,Private,Married-civ-spouse,White,Male,United-States
74,*,Married-civ-spouse,Amer-Indian-Eskimo,Male,United-States
63,Private,Married-civ-spouse,White,Male,United-States
30,Private,Married-civ-spouse,White,Male,United-States
44,*,Married-civ-spouse,Black,Male,United-States
40,Self-emp-inc,Married-civ-spouse,White,Male,United-States
35,Self-emp-not-inc,Married-civ-spouse,White,Male,United-States
50,Local-gov,Married-civ-spouse,White,Male,United-States
18,Private,Never-married,White,Female,United-States
33,Private,Married-civ-spouse,White,Male,United-States
59,Self-emp-not-inc,Married-civ-spouse,White,Male,United-States
17,Private,Never-married,White,Male,United-States
47,Private,Married-civ-spouse,Amer-Indian-Eskimo,Male,United-States
51,*,Divorced,Black,Male,United-States
26,Private,Never-married,White,Male,United-States
32,Local-gov,Married-civ-spouse,White,Female,France
55,Private,Married-civ-spouse,White,Male,United-States
36,State-gov,Never-married,Black,Female,United-States
54,Private,Married-civ-spouse,White,Male,United-States
19,*,Never-married,White,Female,United-States
32,Private,Never-married,White,Female,United-States
52,Local-gov,Married-civ-spouse,White,Male,United-States
39,Private,Married-spouse-absent,Black,Female,Jamaica
39,Federal-gov,Never-married,White,Female,United-States
59,Self-emp-not-inc,Married-civ-spouse,White,Male,United-States
55,Federal-gov,Divorced,White,Male,United-States
54,Self-emp-not-inc,Married-civ-spouse,White,Male,United-States
31,Private,Married-civ-spouse,White,Male,United-States
19,*,Never-married,Black,Male,United-States
30,Private,Married-civ-spouse,Amer-Indian-Eskimo,Female,United-States
47,Federal-gov,Married-spouse-absent,White,Female,United-States
31,Private,Divorced,White,Male,United-States
32,Self-emp-not-inc,Divorced,Asian-Pac-Islander,Male,Iran
33,Private,Never-married,Black,Female,United-States
31,Private,Divorced,White,Male,United-States
32,Private,Married-civ-spouse,White,Male,United-States
46,Private,Married-spouse-absent,White,Male,Mexico
29,Private,Married-spouse-absent,White,Female,France
41,State-gov,Married-civ-spouse,Black,Male,United-States
39,Private,Married-civ-spouse,White,Male,United-States
34,Private,Married-civ-spouse,White,Female,United-States
23,Private,Never-married,Black,Male,United-States
53,Self-emp-inc,Married-civ-spouse,White,Male,United-States
45,Self-emp-not-inc,Married-spouse-absent,Asian-Pac-Islander,Male,Thailand
34,*,Married-civ-spouse,White,Female,United-States
47,Private,Divorced,White,Female,United-States
24,*,Married-civ-spouse,White,Male,United-States
42,Private,Divorced,Black,Female,United-States
53,Private,Married-civ-spouse,White,Male,United-States
38,Self-emp-inc,Divorced,White,Male,United-States
26,Private,Never-married,White,Male,United-States
18,Private,Never-married,White,Male,United-States
43,Private,Separated,Black,Female,United-States
26,Private,Never-married,Black,Female,United-States
47,Private,Divorced,White,Female,United-States
26,Private,Married-civ-spouse,White,Male,United-States
21,*,Married-civ-spouse,Black,Female,United-States
32,State-gov,Divorced,White,Female,United-States
48,Self-emp-inc,Married-civ-spouse,White,Male,United-States
39,Private,Divorced,Black,Female,United-States
58,Self-emp-inc,Married-civ-spouse,White,Male,United-States
55,Self-emp-not-inc,Never-married,White,Female,United-States
40,Private,Never-married,White,Male,United-States
33,Private,Divorced,White,Male,United-States
74,Self-emp-not-inc,Married-spouse-absent,White,Male,United-States
49,Self-emp-not-inc,Widowed,White,Male,United-States
56,Self-emp-not-inc,Widowed,White,Female,Greece
29,Private,Never-married,White,Female,United-States
25,Private,Never-married,Black,Male,United-States
57,Private,Married-civ-spouse,Black,Male,United-States
29,Private,Married-civ-spouse,White,Male,United-States
28,Private,Never-married,White,Male,United-States
59,Private,Married-civ-spouse,White,Male,United-States
30,Private,Never-married,White,Male,United-States
28,*,Never-married,Black,Female,United-States
19,Private,Never-married,White,Female,United-States
40,Private,Never-married,Black,Female,United-States
28,Private,Never-married,Black,Female,United-States
48,*,Married-civ-spouse,White,Male,United-States
20,Private,Never-married,White,Female,Canada
58,Private,Married-civ-spouse,White,Female,United-States
19,Private,Never-married,Black,Male,United-States
75,*,Widowed,White,Female,United-States
24,Federal-gov,Never-married,White,Female,United-States
31,Private,Married-civ-spouse,White,Male,United-States
28,Self-emp-not-inc,Divorced,White,Male,United-States
41,Private,Married-civ-spouse,White,Male,United-States
23,Federal-gov,Never-married,White,Female,United-States
46,Private,Married-civ-spouse,White,Male,United-States
33,Private,Never-married,Black,Male,United-States
34,Private,Married-civ-spouse,White,Male,United-States
47,Local-gov,Divorced,White,Male,United-States
81,Private,Married-civ-spouse,White,Male,United-States
45,Private,Widowed,Other,Male,Columbia
35,Private,Never-married,Asian-Pac-Islander,Male,Cambodia
59,Self-emp-not-inc,Widowed,White,Female,United-States
46,Local-gov,Married-civ-spouse,White,Male,United-States
39,Private,Married-civ-spouse,White,Male,United-States
23,Private,Never-married,Black,Male,United-States
25,Private,Never-married,White,Female,United-States
37,Private,Never-married,White,Male,United-States
49,Self-emp-inc,Married-civ-spouse,White,Male,United-States
25,Private,Married-civ-spouse,White,Male,United-States
32,Private,Married-civ-spouse,White,Male,United-States
34,Local-gov,Never-married,White,Male,United-States
40,Private,Married-civ-spouse,White,Male,United-States
33,Private,Divorced,White,Female,United-States
78,*,Married-civ-spouse,White,Male,United-States
31,Private,Married-civ-spouse,White,Male,United-States
61,Private,Divorced,White,Male,United-States
22,Private,Married-civ-spouse,White,Male,United-States
29,Private,Married-civ-spouse,Asian-Pac-Islander,Male,Laos
37,Private,Separated,Black,Male,United-States
35,Private,Divorced,White,Female,United-States
52,Self-emp-inc,Married-civ-spouse,White,Male,United-States
37,*,Divorced,White,Female,United-States
18,Private,Never-married,White,Male,United-States
37,Private,Married-civ-spouse,White,Male,United-States
46,Private,Married-civ-spouse,Black,Male,United-States
25,*,Never-married,White,Male,United-States
47,Federal-gov,Married-civ-spouse,White,Male,United-States
55,Private,Married-civ-spouse,White,Male,United-States
32,Private,Married-civ-spouse,Other,Female,*
25,Self-emp-inc,Divorced,White,Female,United-States
50,State-gov,Widowed,Black,Female,United-States
18,Private,Never-married,Black,Male,United-States
25,Private,Never-married,White,Male,Mexico
23,Private,Never-married,White,Female,United-States
51,*,Married-civ-spouse,White,Male,United-States
47,Self-emp-not-inc,Married-civ-spouse,White,Male,United-States
37,Private,Never-married,White,Male,United-States
37,Private,Divorced,White,Female,United-States
27,Private,Never-married,White,Male,*
19,Private,Never-married,White,Female,United-States
52,Local-gov,Married-civ-spouse,White,Male,United-States
25,Self-emp-not-inc,Married-civ-spouse,White,Female,United-States
17,*,Never-married,Other,Female,United-States
21,Private,Never-married,White,Female,United-States
41,Self-emp-not-inc,Married-civ-spouse,White,Male,United-States
55,Private,Married-civ-spouse,White,Male,United-States
20,*,Separated,White,Female,United-States
24,Private,Married-civ-spouse,White,Male,United-States
41,Federal-gov,Married-civ-spouse,White,Male,United-States
23,Private,Never-married,White,Female,United-States
33,Private,Married-civ-spouse,White,Female,United-States
29,Private,Never-married,White,Female,United-States
50,State-gov,Married-spouse-absent,Amer-Indian-Eskimo,Female,United-States
37,Self-emp-inc,Married-spouse-absent,White,Male,*
48,Private,Married-civ-spouse,White,Male,United-States
19,Federal-gov,Never-married,White,Female,United-States
40,Private,Divorced,White,Male,United-States
30,Private,Never-married,White,Female,United-States
65,Private,Married-civ-spouse,White,Male,United-States
44,Federal-gov,Married-civ-spouse,Black,Male,United-States
32,Private,Divorced,White,Male,United-States
41,Private,Married-civ-spouse,White,Male,United-States
28,Private,Married-civ-spouse,White,Male,United-States
44,Federal-gov,Married-civ-spouse,White,Male,United-States
39,Local-gov,Divorced,White,Female,United-States
59,Private,Widowed,White,Female,United-States
31,Private,Married-civ-spouse,White,Male,France
34,Private,Divorced,White,Male,United-States
20,Private,Never-married,White,Male,United-States
33,Private,Married-civ-spouse,White,Male,United-States
52,Private,Married-civ-spouse,White,Male,United-States
31,Private,Divorced,White,Female,United-States
39,Private,Married-civ-spouse,White,Male,United-States
35,Private,Married-civ-spouse,White,Male,United-States
37,Self-emp-not-inc,Married-civ-spouse,White,Male,United-States
44,Self-emp-not-inc,Married-civ-spouse,White,Male,United-States
28,Private,Never-married,White,Male,United-States
17,Private,Never-married,White,Female,United-States
23,Private,Never-married,White,Female,United-States
35,Private,Married-civ-spouse,White,Male,United-States
19,Private,Never-married,White,Male,United-States
30,Private,Married-civ-spouse,White,Male,United-States
27,Private,Never-married,White,Female,United-States
29,*,Never-married,White,Male,United-States
27,Private,Never-married,White,Male,Greece
37,Private,Married-civ-spouse,White,Male,United-States
44,Private,Married-civ-spouse,White,Male,United-States
34,Private,Married-civ-spouse,White,Male,United-States
43,Private,Separated,White,Female,United-States
41,Private,Divorced,White,Male,United-States
34,Self-emp-not-inc,Never-married,White,Male,United-States
23,Private,Never-married,White,Male,United-States
51,Private,Married-civ-spouse,White,Female,United-States
24,Private,Never-married,White,Male,United-States
38,Self-emp-not-inc,Married-civ-spouse,White,Female,United-States
24,Private,Married-civ-spouse,Black,Male,United-States
53,Self-emp-inc,Married-civ-spouse,White,Male,United-States
33,Private,Married-civ-spouse,White,Male,United-States
24,Private,Never-married,White,Male,United-States
45,Private,Married-civ-spouse,Black,Male,United-States
31,Private,Divorced,White,Male,United-States
38,Local-gov,Widowed,Black,Female,United-States
28,Private,Married-civ-spouse,White,Female,United-States
38,Private,Married-civ-spouse,White,Male,United-States
25,Private,Never-married,White,Male,United-States
29,Private,Never-married,White,Male,United-States
29,Private,Never-married,White,Female,United-States
48,Private,Married-civ-spouse,White,Male,United-States
24,Private,Never-married,Asian-Pac-Islander,Female,Philippines
31,Private,Never-married,White,Female,United-States
36,Private,Divorced,White,Male,United-States
62,Private,Married-civ-spouse,White,Male,United-States
25,Private,Never-married,White,Female,United-States
55,Private,Divorced,White,Female,United-States
21,Private,Never-married,White,Female,Poland
60,Private,Married-civ-spouse,White,Male,United-States
41,Private,Divorced,White,Male,United-States
43,State-gov,Married-civ-spouse,White,Male,United-States
30,Private,Married-civ-spouse,White,Male,United-States
47,Private,Married-civ-spouse,White,Male,United-States
50,Private,Married-civ-spouse,White,Male,United-States
41,Self-emp-inc,Married-civ-spouse,White,Male,United-States
23,Private,Never-married,White,Male,Puerto-Rico
38,*,Divorced,White,Female,United-States
30,Private,Never-married,White,Male,England
35,Private,Divorced,White,Female,United-States
25,Private,Divorced,White,Female,United-States
61,Private,Married-civ-spouse,White,Male,United-States
71,*,Married-civ-spouse,White,Male,United-States
35,State-gov,Divorced,White,Female,United-States
35,Federal-gov,Divorced,White,Female,United-States
38,Private,Married-civ-spouse,White,Male,Scotland
27,Self-emp-not-inc,Never-married,White,Male,United-States
51,Private,Widowed,White,Female,Portugal
55,Self-emp-not-inc,Divorced,White,Female,United-States
45,Private,Married-civ-spouse,White,Male,United-States
33,Private,Married-civ-spouse,Black,Female,United-States
25,State-gov,Never-married,Black,Male,United-States
52,Private,Married-civ-spouse,White,Male,United-States
46,Private,Divorced,White,Female,United-States
34,Private,Married-civ-spouse,White,Female,United-States
52,State-gov,Married-civ-spouse,White,Male,United-States
47,Private,Divorced,White,Female,United-States
46,Private,Divorced,Black,Female,United-States
36,Self-emp-inc,Married-civ-spouse,White,Male,United-States
69,*,Married-civ-spouse,White,Male,United-States
34,Private,Married-civ-spouse,White,Female,United-States
36,Private,Never-married,White,Male,United-States
31,Private,Never-married,White,Male,United-States
31,Self-emp-not-inc,Married-civ-spouse,White,Female,United-States
38,Local-gov,Married-civ-spouse,White,Male,United-States
57,Local-gov,Divorced,White,Female,United-States
24,Private,Never-married,White,Male,United-States
37,Private,Divorced,White,Male,United-States
69,Self-emp-not-inc,Married-civ-spouse,White,Male,United-States
39,Private,Married-civ-spouse,White,Male,United-States
38,Private,Divorced,White,Male,United-States
34,State-gov,Never-married,Black,Male,United-States
21,Private,Never-married,White,Female,United-States
21,Private,Never-married,White,Female,United-States
61,Private,Married-civ-spouse,White,Male,United-States
35,Private,Married-civ-spouse,White,Male,United-States
29,Private,Never-married,Black,Male,Outlying-US(Guam-USVI-etc)
18,*,Never-married,White,Female,United-States
41,Local-gov,Divorced,White,Male,United-States
42,Private,Married-civ-spouse,Black,Male,*
52,Private,Divorced,White,Female,United-States
38,Private,Never-married,White,Female,United-States
51,Self-emp-not-inc,Married-civ-spouse,White,Male,United-States
55,Private,Married-civ-spouse,Asian-Pac-Islander,Male,Philippines
20,Private,Never-married,White,Female,United-States
23,Private,Never-married,White,Male,United-States
24,Private,Married-civ-spouse,White,Male,United-States
48,Private,Divorced,White,Male,United-States
22,Private,Never-married,White,Female,United-States
22,State-gov,Never-married,White,Female,United-States
28,Private,Never-married,Black,Female,United-States
28,Private,Married-civ-spouse,White,Male,France
34,Private,Married-civ-spouse,White,Male,United-States
25,Private,Never-married,Black,Male,United-States
48,Private,Divorced,White,Male,United-States
32,Local-gov,Married-civ-spouse,White,Male,United-States
31,Private,Never-married,Amer-Indian-Eskimo,Male,United-States
65,*,Widowed,White,Female,United-States
56,Local-gov,Divorced,White,Female,United-States
22,Self-emp-not-inc,Never-married,Amer-Indian-Eskimo,Male,United-States
27,Private,Never-married,White,Male,United-States
27,Federal-gov,Never-married,Black,Female,United-States
30,Local-gov,Married-civ-spouse,White,Male,United-States
33,Private,Never-married,White,Female,United-States
50,Private,Married-civ-spouse,White,Male,United-States
19,Private,Never-married,White,Female,United-States
42,Private,Married-civ-spouse,White,Male,United-States
37,Federal-gov,Married-civ-spouse,Black,Male,United-States
26,Private,Never-married,White,Male,United-States
32,*,Never-married,Black,Female,United-States
43,Private,Separated,White,Female,United-States
47,Private,Divorced,White,Female,United-States
26,Private,Married-civ-spouse,White,Female,United-States
24,Private,Never-married,White,Female,United-States
34,Private,Divorced,White,Female,United-States
33,Self-emp-not-inc,Married-civ-spouse,White,Male,United-States
35,Private,Never-married,Asian-Pac-Islander,Female,Taiwan
57,Private,Married-civ-spouse,White,Male,United-States
45,Private,Married-civ-spouse,White,Male,United-States
42,Private,Separated,Black,Female,United-States
25,Private,Never-married,White,Male,United-States
56,Private,Married-civ-spouse,White,Male,United-States
25,Private,Never-married,White,Male,United-States
23,Private,Never-married,White,Male,United-States
35,Local-gov,Married-civ-spouse,White,Male,United-States
28,Private,Never-married,White,Male,United-States
41,Private,Married-civ-spouse,White,Male,United-States
26,Private,Never-married,White,Male,United-States
37,Private,Divorced,Black,Female,United-States
22,Private,Never-married,Other,Male,Puerto-Rico
30,Private,Divorced,White,Male,United-States
42,Private,Separated,White,Male,United-States
38,Private,Divorced,White,Female,United-States
49,Private,Married-civ-spouse,White,Male,*
27,Private,Married-civ-spouse,White,Male,United-States
43,Federal-gov,Married-civ-spouse,White,Female,United-States
68,*,Married-civ-spouse,White,Female,United-States
41,Private,Married-civ-spouse,White,Male,United-States
25,Private,Never-married,White,Male,United-States
23,Private,Never-married,White,Male,United-States
68,Private,Married-civ-spouse,White,Male,Ireland
17,Private,Never-married,White,Male,United-States
45,Self-emp-not-inc,Never-married,White,Female,United-States
45,Private,Divorced,White,Male,United-States
30,Private,Married-civ-spouse,White,Male,United-States
49,State-gov,Divorced,White,Female,United-States
42,Private,Married-civ-spouse,White,Male,United-States
29,Private,Never-married,White,Female,United-States
21,Local-gov,Never-married,White,Female,United-States
20,Private,Never-married,White,Female,United-States
59,Private,Divorced,Black,Female,United-States
26,Private,Married-civ-spouse,White,Male,United-States
25,Private,Never-married,White,Female,United-States
33,Private,Married-civ-spouse,White,Male,United-States
35,Private,Divorced,White,Female,United-States
45,Federal-gov,Married-civ-spouse,White,Male,United-States
66,Private,Married-civ-spouse,White,Male,United-States
67,*,Widowed,Black,Female,United-States
33,Private,Never-married,Other,Male,United-States
38,Private,Married-civ-spouse,Other,Male,Puerto-Rico
72,Private,Married-civ-spouse,White,Male,United-States
21,Private,Never-married,White,Female,United-States
39,Private,Married-civ-spouse,White,Male,United-States
41,Private,Married-civ-spouse,White,Male,United-States
22,Private,Never-married,White,Male,United-States
49,Self-emp-inc,Married-civ-spouse,White,Male,United-States
24,Private,Never-married,White,Male,United-States
25,Private,Married-civ-spouse,White,Male,United-States
26,Private,Married-civ-spouse,White,Male,United-States
50,Private,Divorced,White,Male,United-States
23,Private,Never-married,White,Female,United-States
41,Private,Divorced,White,Male,United-States
60,Private,Divorced,White,Male,United-States
67,*,Divorced,White,Female,United-States
77,Local-gov,Married-civ-spouse,White,Male,United-States
62,Private,Divorced,White,Female,United-States
22,Private,Never-married,White,Male,United-States
37,Private,Divorced,White,Female,United-States
17,Private,Never-married,White,Male,United-States
52,Federal-gov,Never-married,White,Female,United-States
31,Private,Never-married,White,Male,United-States
23,Federal-gov,Never-married,White,Male,United-States
27,Self-emp-inc,Never-married,White,Male,Mexico
38,Self-emp-inc,Married-civ-spouse,White,Female,United-States
23,Private,Never-married,White,Female,United-States
22,State-gov,Never-married,Black,Female,United-States
61,Self-emp-not-inc,Married-civ-spouse,White,Male,United-States
55,Private,Married-civ-spouse,White,Male,Mexico
23,Private,Never-married,White,Female,United-States
39,Private,Married-spouse-absent,Asian-Pac-Islander,Female,Philippines
38,Local-gov,Married-civ-spouse,White,Male,United-States
25,Private,Never-married,White,Female,United-States
25,Private,Never-married,Asian-Pac-Islander,Male,Philippines
66,Private,Married-civ-spouse,White,Male,United-States
30,Private,Married-civ-spouse,White,Female,United-States
32,Private,Never-married,White,Male,United-States
43,Private,Married-civ-spouse,White,Male,United-States
18,Private,Never-married,White,Male,Mexico
20,Private,Never-married,White,Male,United-States
20,Private,Never-married,Black,Male,United-States
34,Private,Divorced,Black,Female,United-States
33,Private,Married-spouse-absent,White,Male,United-States
40,Private,Married-civ-spouse,White,Male,United-States
33,Private,Married-civ-spouse,White,Male,United-States
30,Private,Never-married,White,Male,United-States
41,Local-gov,Never-married,White,Female,United-States
20,Private,Never-married,White,Female,United-States
40,Self-emp-not-inc,Married-civ-spouse,White,Male,United-States
44,Self-emp-not-inc,Divorced,White,Male,United-States
50,Private,Married-civ-spouse,Asian-Pac-Islander,Female,Philippines
38,*,Divorced,White,Female,United-States
30,Local-gov,Married-civ-spouse,White,Male,United-States
45,Private,Divorced,White,Male,United-States
25,Private,Never-married,White,Female,United-States
22,*,Never-married,White,Male,United-States
25,Private,Married-civ-spouse,White,Male,United-States
63,*,Married-civ-spouse,White,Male,United-States
55,State-gov,Married-civ-spouse,White,Male,United-States
26,Private,Never-married,White,Female,United-States
22,Private,Never-married,White,Male,United-States
41,Self-emp-not-inc,Divorced,White,Male,United-States
21,Private,Never-married,White,Male,United-States
39,Private,Married-civ-spouse,White,Male,United-States
82,*,Widowed,White,Female,United-States
18,Private,Never-married,White,Male,United-States
60,Private,Divorced,White,Male,United-States
22,Private,Never-married,White,Male,United-States
39,Local-gov,Never-married,Black,Female,United-States
34,Private,Married-civ-spouse,White,Male,United-States
50,Local-gov,Divorced,Black,Female,*
53,Private,Divorced,White,Female,United-States
27,Private,Never-married,Black,Male,United-States
37,Private,Married-civ-spouse,Black,Male,United-States
25,Private,Married-civ-spouse,White,Male,Mexico
33,Private,Married-civ-spouse,White,Male,Peru
34,State-gov,Married-civ-spouse,White,Male,United-States
35,Private,Never-married,White,Female,United-States
51,Private,Married-civ-spouse,White,Male,United-States
33,Private,Married-civ-spouse,White,Male,United-States
57,Self-emp-not-inc,Married-civ-spouse,White,Male,United-States
25,*,Never-married,White,Male,United-States
56,Private,Married-civ-spouse,White,Male,United-States
34,Private,Divorced,White,Male,England
36,Private,Never-married,White,Male,United-States
46,Private,Married-civ-spouse,White,Male,United-States
55,Private,Married-civ-spouse,White,Male,United-States
88,Self-emp-not-inc,Married-civ-spouse,White,Male,United-States
60,Self-emp-not-inc,Married-civ-spouse,White,Male,Columbia
40,Self-emp-not-inc,Separated,White,Female,United-States
21,Private,Never-married,White,Female,United-States
46,Private,Married-civ-spouse,Black,Female,United-States
56,Private,Married-civ-spouse,White,Male,United-States
36,Self-emp-not-inc,Divorced,White,Male,United-States
67,Self-emp-not-inc,Married-civ-spouse,White,Male,United-States
35,Private,Married-civ-spouse,White,Male,United-States
20,Private,Never-married,White,Female,United-States
34,Private,Married-civ-spouse,White,Male,United-States
